L_8s,L_4s
15,16
28,55
22,21
21,25
32,46
20,36
65,19
46,14
72,27
19,21
26,18
46,29
23,11
49,18
16,22
80,45
14,14
54,24
30,33
56,13
17,51
30,24
21,56
15,21
39,44
25,23
12,33
12,20
32,14
61,19
56,13
36,18
36,20
54,29
33,13
32,55
11,11
39,17
34,13
14,12
28,13
21,15
33,22
23,30
40,23
34,18
30,17
33,31
22,11
39,23
19,17
46,33
19,29
32,44
47,19
17,16
44,17
24,22
29,22
21,35
44,40
25,16
39,17
39,17
24,18
16,27
79,26
26,24
14,27
19,25
25,22
11,16
19,42
25,39
13,20
17,15
16,23
25,23
35,29
25,32
42,53
21,21
21,16
30,31
11,11
24,18
16,14
9,8
16,44
10,38
32,19
24,14
46,29
23,25
48,33
66,22
49,11
19,49
25,19
42,8
29,15
16,63
16,12
17,11
25,18
19,19
21,25
25,32
18,36
53,21
34,41
43,25
24,23
25,57
18,21
27,13
42,12
22,28
41,16
30,10
27,32
59,23
55,19
11,15
73,47
53,46
22,37
22,15
37,28
11,15
46,29
9,17
33,8
27,26
37,24
36,51
38,19
19,70
23,22
77,33
20,41
44,55
19,17
62,19
18,20
30,18
37,26
12,21
27,38
24,23
28,25
21,12
24,27
33,21
41,17
46,14
15,33
16,19
59,16
17,25
45,28
25,21
20,11
30,25
29,13
29,19
18,24
39,20
22,25
53,30
80,14
12,37
22,17
28,13
12,9
19,13
61,15
10,24
23,23
21,23
30,17
40,19
43,44
22,29
35,14
17,16
17,22
57,29
46,18
21,18
31,27
37,23
19,33
21,30
33,24
46,28
14,43
25,30
14,23
24,30
29,49
53,45
22,19
35,45
32,28
56,43
12,46
68,29
58,30
12,10
28,44
35,26
25,30
26,12
48,47
52,16
13,21
43,16
30,13
11,10
21,30
19,23
53,34
67,21
27,12
34,18
59,38
43,19
48,11
66,14
17,15
20,12
25,17
48,28
50,8
29,36
47,17
16,44
22,23
47,18
80,42
16,12
41,18
41,17
25,25
59,23
50,14
18,17
34,11
40,21
30,23
12,11
21,14
22,18
11,16
18,19
41,36
20,40
12,35
25,15
52,32
12,12
23,26
25,15
36,9
14,19
12,19
9,9
53,19
27,9
27,16
41,23
25,18
25,56
31,27
39,47
40,24
20,12
37,29
57,8
44,18
45,17
24,13
36,17
23,24
78,28
20,21
17,17
16,15
26,30
68,10
32,14
23,21
38,21
32,17
39,26
39,43
35,42
57,31
29,10
17,20
41,27
44,34
21,24
38,48
41,24
11,21
41,23
24,29
14,12
19,18
12,9
10,22
63,60
18,16
45,15
28,44
22,17
13,19
13,31
20,69
51,30
21,30
47,37
40,20
28,17
36,20
14,34
29,18
15,30
37,49
22,12
26,29
58,27
22,37
80,14
36,22
24,23
39,16
42,14
47,21
46,16
66,37
27,16
26,12
20,15
18,31
24,11
38,23
80,34
18,17
13,12
24,16
35,14
14,13
15,15
13,16
33,8
40,18
31,12
67,19
46,15
42,12
33,13
53,26
51,23
51,32
19,24
32,30
34,20
71,20
47,32
13,12
17,37
18,21
80,14
19,14
34,16
25,32
23,24
46,19
17,36
22,19
26,12
30,41
36,18
25,19
45,24
42,18
12,39
55,16
24,20
27,11
42,14
45,12
22,36
21,11
61,20
23,20
35,13
76,17
11,10
10,33
52,38
27,38
26,15
71,35
26,11
22,19
38,40
18,17
17,19
40,35
31,16
19,8
17,17
34,38
34,11
29,30
21,15
25,13
20,18
42,14
28,57
24,20
31,19
38,24
16,21
14,32
46,58
18,22
42,23
19,19
39,13
30,26
60,29
18,19
14,16
68,26
11,29
65,46
22,24
55,23
28,26
11,14
27,12
15,17
9,8
31,43
18,10
27,26
69,14
18,23
25,26
41,31
19,24
34,27
24,15
21,25
8,41
19,22
24,15
63,26
17,11
46,30
50,21
22,13
26,17
33,32
32,18
60,49
32,15
22,23
44,31
31,13
31,35
29,25
65,11
33,29
46,45
23,17
39,46
13,36
37,24
54,27
53,26
11,24
33,51
25,13
13,11
30,29
12,9
10,10
22,25
79,17
50,17
40,60
19,22
55,16
49,52
23,16
19,31
15,19
19,18
8,27
28,30
15,36
49,19
48,13
21,16
26,18
24,22
25,15
17,15
38,46
42,12
26,63
29,21
37,22
28,45
69,40
27,18
23,27
39,28
34,23
15,15
45,36
59,38
31,22
36,11
48,39
11,12
31,29
29,42
12,11
20,26
12,9
8,8
16,29
30,25
39,16
31,22
59,18
32,30
44,27
27,17
43,19
24,15
20,23
38,19
17,15
35,36
15,16
23,20
39,15
45,13
30,11
22,26
14,17
36,45
36,49
43,29
13,17
13,18
18,19
28,17
21,16
25,28
25,13
76,33
48,14
26,36
24,10
22,23
13,57
41,66
24,37
45,31
25,22
11,29
20,18
17,33
9,22
24,20
28,22
57,17
65,46
30,44
32,25
40,32
33,25
41,11
70,26
22,17
8,8
48,17
16,21
35,36
18,21
20,21
16,45
25,21
33,17
49,18
37,39
29,13
64,24
18,18
24,20
42,33
48,13
27,31
42,26
42,18
13,11
29,19
16,20
30,17
57,50
29,36
37,18
13,25
65,11
23,16
77,12
24,22
9,16
10,10
23,31
19,15
54,25
59,14
50,10
37,13
37,13
18,46
16,39
40,19
22,18
18,35
17,26
30,16
34,15
32,18
18,40
26,27
76,32
17,28
33,53
39,24
28,23
43,29
23,17
24,11
17,58
21,12
12,33
31,44
45,29
13,10
20,14
40,14
26,20
40,64
12,19
24,14
25,24
54,11
13,26
12,12
26,20
17,17
42,9
29,24
25,11
36,27
15,33
32,37
20,25
39,67
77,22
40,41
24,23
27,53
8,26
23,36
46,34
16,25
28,16
40,41
34,33
20,11
35,45
39,34
23,19
34,26
45,12
25,23
51,14
41,13
28,18
11,23
34,14
35,15
26,17
13,44
18,19
31,20
42,41
26,45
69,49
13,22
35,36
22,23
13,10
19,57
13,12
8,9
26,15
27,14
24,15
28,31
43,49
30,22
31,18
46,15
29,18
19,22
44,39
8,21
45,16
67,41
22,16
56,36
21,16
62,24
50,13
20,28
60,29
26,22
46,15
51,30
22,23
47,21
31,22
28,42
11,55
33,12
31,47
13,21
20,29
62,23
17,25
21,21
26,44
31,33
12,11
65,22
13,25
10,12
42,22
16,11
9,10
33,26
57,33
36,15
33,16
19,10
22,26
53,48
53,22
38,31
19,27
48,28
22,18
19,15
15,16
16,12
22,19
16,13
46,27
14,22
30,26
53,15
24,29
38,48
30,33
22,23
43,16
46,13
48,43
46,27
37,21
33,14
14,29
19,17
38,29
41,11
40,15
41,22
24,26
23,36
27,19
24,23
12,11
18,16
10,12
10,10
58,27
20,26
51,17
47,17
25,10
21,27
25,33
24,33
40,24
20,23
21,38
35,54
19,18
18,26
14,14
64,80
22,15
24,31
27,25
32,20
33,28
51,14
36,24
14,16
25,24
36,42
28,23
30,16
11,21
22,12
26,19
48,39
27,22
18,23
13,31
35,48
25,12
25,34
22,24
22,16
13,21
9,12
22,12
13,16
8,22
24,21
25,30
50,26
47,13
19,38
30,44
27,38
45,62
39,37
31,23
20,41
33,18
29,17
37,22
25,15
19,14
45,15
25,17
51,13
29,14
77,34
22,27
49,14
39,25
13,9
24,15
18,18
32,15
36,24
13,51
51,29
25,10
15,18
16,16
13,11
21,23
29,12
29,16
21,13
21,18
27,22
12,15
26,30
16,15
10,22
34,33
58,29
38,15
46,17
29,44
27,27
74,16
55,37
74,15
20,14
30,19
47,8
20,38
76,23
34,15
18,23
33,21
45,25
15,13
38,37
42,20
23,20
53,27
28,26
23,15
22,12
61,34
20,34
31,18
32,46
74,25
22,30
27,18
27,12
30,11
46,30
36,40
78,20
44,23
18,17
33,21
12,13
47,21
22,11
34,40
17,40
28,19
30,17
35,27
33,21
32,25
36,14
47,17
22,26
80,13
19,16
22,18
63,18
74,35
58,35
25,20
17,15
17,17
39,20
17,19
41,32
22,22
51,45
80,29
27,35
35,11
28,14
80,20
11,32
62,12
27,23
48,13
26,38
38,15
64,9
50,23
12,23
24,19
14,21
25,20
42,28
36,9
9,16
9,13
61,8
40,18
18,12
51,22
14,27
33,30
22,25
45,26
72,25
25,17
65,45
20,15
8,27
26,15
55,21
50,25
45,21
15,40
25,29
29,10
57,28
80,32
23,23
31,39
47,44
34,9
22,11
17,19
80,61
27,31
24,12
37,32
11,13
20,52
20,67
57,13
22,23
37,17
21,17
11,13
26,25
46,21
10,16
14,20
15,18
33,10
28,17
26,23
15,21
28,19
42,16
11,22
70,13
72,50
59,16
26,17
78,43
18,24
27,15
40,21
30,13
37,11
32,18
35,17
10,19
80,35
48,32
29,18
30,71
29,28
13,17
15,25
36,34
29,19
23,24
25,25
39,51
47,41
31,19
25,13
17,34
27,20
25,20
20,20
13,11
34,17
13,25
10,12
22,29
22,50
9,10
31,18
35,40
27,17
26,33
48,18
12,33
28,16
18,35
19,16
19,18
17,17
8,8
31,18
37,21
14,14
27,40
32,32
19,19
13,12
27,26
30,14
24,35
37,20
44,29
17,20
19,11
67,25
30,17
23,14
37,31
28,13
32,77
23,20
80,43
53,11
23,38
25,14
35,20
14,13
25,16
42,23
10,14
26,17
22,11
33,8
24,22
17,17
30,46
30,16
29,12
23,11
58,64
61,57
16,14
22,36
80,34
18,42
28,25
41,22
33,12
41,14
17,13
41,55
20,13
17,14
30,20
36,25
20,23
14,26
21,9
42,21
55,34
15,33
24,19
35,61
32,16
11,26
35,27
39,21
29,17
36,24
14,37
45,22
67,12
35,11
23,15
13,15
26,48
13,56
40,8
28,28
31,9
25,22
49,14
46,75
23,25
39,13
18,21
48,13
23,33
25,57
33,21
30,15
53,26
22,13
19,19
31,10
50,20
26,32
27,16
40,26
58,14
25,19
21,15
16,27
28,18
20,14
13,27
8,11
20,21
56,46
33,13
45,56
32,12
30,39
23,24
22,47
37,27
36,13
49,28
25,22
29,40
52,29
13,19
30,16
16,66
37,25
22,24
10,11
35,16
40,28
18,30
23,22
17,37
39,38
46,12
29,16
18,65
14,14
17,14
12,27
24,43
19,40
53,26
25,17
27,30
15,20
39,47
21,19
32,14
44,15
54,26
26,22
9,9
37,33
34,40
60,28
35,26
22,15
13,13
23,24
36,25
44,31
31,33
16,18
31,17
42,40
31,17
12,16
25,12
32,22
24,37
19,31
10,38
40,25
80,22
18,36
14,10
55,27
28,38
15,16
20,20
29,23
25,13
35,28
39,15
26,10
43,34
32,20
17,16
52,9
17,30
40,31
14,23
13,21
36,31
20,13
11,13
10,9
35,36
19,13
72,41
26,17
39,22
14,14
32,14
13,34
27,26
38,15
41,39
44,19
30,20
26,20
17,15
21,12
59,48
37,37
25,30
52,23
19,15
72,57
32,12
51,30
15,29
24,38
75,24
16,38
17,47
49,19
15,23
15,18
19,25
24,36
80,19
33,16
80,47
51,32
16,22
24,18
42,40
38,19
22,29
20,14
8,9
29,16
19,22
62,25
33,17
24,26
42,42
12,17
23,11
27,18
20,13
34,16
30,18
24,22
80,31
11,12
17,32
19,24
30,17
51,58
11,36
43,25
26,18
17,80
20,13
50,21
26,18
46,28
15,31
39,21
43,22
12,34
9,9
17,36
33,17
20,31
45,22
22,26
19,26
21,19
28,17
27,37
20,37
32,29
29,33
11,10
32,30
18,25
20,18
36,26
49,31
27,35
43,12
22,28
15,15
25,38
39,35
77,44
20,21
25,31
15,12
17,11
49,21
38,32
32,18
13,10
43,21
41,33
18,33
24,32
29,25
40,12
70,18
20,35
20,14
70,31
26,37
69,24
17,29
53,17
42,24
29,34
17,47
14,15
36,23
22,19
37,19
52,15
21,27
12,23
9,8
22,49
24,22
45,11
31,21
12,35
42,47
46,23
30,19
42,42
55,34
29,32
24,13
28,40
42,43
11,14
26,19
24,14
58,25
35,16
11,11
39,24
42,32
43,63
22,30
16,11
23,23
23,18
16,30
14,21
51,56
24,24
15,18
35,31
25,18
29,28
51,22
20,33
15,39
16,13
26,10
13,49
52,27
21,22
38,9
10,8
30,32
47,15
32,13
70,40
23,13
12,13
28,15
61,19
36,22
45,23
23,32
18,15
19,25
25,23
23,18
25,12
30,11
47,11
29,29
26,38
68,22
74,17
16,34
56,23
32,11
37,37
34,12
16,10
80,33
40,16
23,32
17,9
20,11
18,19
47,17
33,16
24,22
56,33
12,12
13,10
70,19
42,13
37,29
13,13
11,8
27,27
21,50
42,31
58,66
25,13
15,46
23,12
10,13
24,15
22,18
32,14
19,33
24,23
43,23
14,12
23,23
29,11
37,62
28,63
13,30
28,27
45,39
34,33
24,24
29,23
26,21
30,40
22,41
32,23
17,17
36,31
40,25
32,20
36,59
48,46
25,22
52,28
26,35
38,11
28,33
30,15
43,11
36,14
11,41
9,8
22,24
42,19
11,13
17,45
22,26
30,13
30,17
11,14
30,25
64,46
59,50
12,19
41,31
42,35
12,23
18,24
39,29
29,43
39,73
10,28
31,14
50,17
16,16
15,47
43,22
13,11
19,15
22,36
31,9
32,12
45,50
26,25
26,25
32,41
18,16
35,22
21,22
19,15
16,26
14,26
67,20
26,31
39,14
22,12
9,11
29,20
47,16
34,73
28,35
39,21
13,25
22,22
22,17
15,29
68,27
23,54
24,12
17,12
36,24
11,17
16,49
39,37
27,26
59,15
11,35
23,34
16,41
34,11
14,13
28,17
42,36
18,25
33,17
28,39
53,42
20,24
44,10
12,41
39,21
62,63
33,23
22,40
17,15
15,27
19,21
30,14
28,14
39,13
20,18
8,11
26,19
23,13
38,23
27,18
21,24
15,22
59,13
14,11
15,15
55,22
80,38
50,40
26,22
24,32
19,20
22,11
16,17
12,12
59,29
40,12
20,14
55,19
31,16
42,35
13,12
23,24
67,68
16,9
39,15
40,15
44,24
57,17
19,44
36,23
29,33
25,37
23,10
26,14
21,11
17,13
44,28
27,22
20,26
18,17
10,9
48,24
20,39
30,44
24,31
37,12
50,14
24,22
19,61
37,15
35,14
38,44
17,15
17,23
40,28
14,19
23,21
38,28
47,27
49,19
10,10
33,21
31,28
39,17
10,17
15,25
45,12
58,30
30,50
14,31
57,21
24,17
34,16
11,10
40,41
32,20
39,23
59,21
26,16
42,29
14,19
13,26
45,28
39,18
22,25
11,8
28,35
16,13
33,19
49,26
26,23
29,28
17,18
31,9
35,32
19,19
28,21
25,17
23,25
29,22
21,17
27,12
51,49
55,26
53,35
13,12
80,35
10,42
72,15
23,11
22,17
74,13
29,17
20,31
31,10
13,20
27,33
26,58
14,11
41,18
18,19
29,15
35,32
38,15
19,17
23,13
14,14
28,18
23,28
37,12
10,8
25,23
25,15
42,30
53,44
46,15
40,13
38,12
13,33
15,25
26,36
33,39
21,20
18,14
80,27
15,16
23,23
51,72
58,12
24,19
28,10
26,26
17,19
51,12
15,29
27,26
74,17
17,20
22,23
30,31
30,22
32,39
35,21
22,23
32,23
29,42
44,23
22,35
20,19
29,27
15,18
22,17
30,19
80,36
28,15
8,9
21,19
21,18
67,13
33,34
24,22
12,28
34,19
44,11
47,17
36,36
29,18
17,20
26,12
42,17
16,37
18,19
52,11
38,42
25,21
12,29
49,13
58,19
19,27
15,24
15,16
23,23
42,40
27,17
28,21
55,39
34,39
26,40
19,24
20,44
17,33
22,36
17,39
15,32
36,11
23,12
18,15
27,22
21,12
16,12
10,9
32,23
50,31
57,11
26,18
22,24
12,15
12,24
10,14
74,43
19,13
40,36
36,21
53,28
29,20
11,20
16,12
31,18
39,22
21,32
10,31
19,36
20,21
32,34
26,17
26,23
51,30
22,21
29,16
46,33
14,36
35,40
17,16
19,13
26,53
17,29
25,30
29,38
16,24
23,28
48,11
29,42
30,37
20,15
21,26
9,9
23,18
25,15
50,13
47,25
38,24
13,39
45,28
25,12
42,41
10,14
70,14
19,19
17,29
47,29
20,24
18,18
28,25
56,12
39,44
10,11
34,26
16,63
74,40
28,31
15,12
28,33
24,35
32,17
35,16
18,24
80,31
21,10
13,17
39,18
25,19
24,16
25,26
29,38
18,27
14,24
21,20
36,22
26,27
24,28
10,11
68,18
19,19
68,25
25,28
24,26
13,12
14,13
44,25
51,30
24,14
34,30
19,15
38,20
26,29
13,21
25,16
18,52
63,36
36,22
11,20
39,39
45,20
19,12
23,24
13,21
41,48
45,17
23,16
35,33
17,30
33,18
18,13
23,24
52,43
57,31
30,24
36,28
19,31
27,16
19,46
29,21
28,25
35,32
21,10
8,11
22,19
22,16
18,48
38,18
34,15
15,12
24,12
28,23
15,15
70,20
30,15
19,13
27,28
40,47
18,17
25,13
80,36
49,27
56,34
34,36
34,21
17,18
50,41
16,24
33,27
13,12
50,35
33,20
38,39
32,19
18,18
18,24
29,10
28,25
62,43
41,15
19,25
16,14
21,13
37,43
30,49
45,42
29,26
39,33
10,10
22,34
35,51
47,12
61,57
22,12
30,23
43,27
48,49
15,28
38,45
45,27
29,39
25,15
59,21
16,16
19,13
51,56
48,24
21,37
12,10
34,15
18,18
31,12
40,11
36,31
80,72
30,11
28,18
45,48
28,28
61,38
24,37
32,21
26,25
18,22
32,18
10,19
22,36
28,20
53,16
34,15
46,18
27,22
13,40
9,9
35,16
19,26
32,13
61,53
12,37
14,24
22,16
31,13
25,26
23,43
22,26
22,13
36,16
22,30
14,51
23,16
72,12
80,31
46,29
13,11
78,52
45,36
38,42
16,32
23,25
27,33
24,36
33,16
40,10
19,49
19,40
35,13
24,23
53,15
33,21
24,24
80,32
27,22
20,33
19,18
14,14
26,30
25,13
75,20
8,8
21,27
24,24
31,23
58,32
12,33
54,14
29,22
20,12
15,23
42,19
46,12
17,25
21,22
51,28
40,17
12,18
31,20
24,38
47,16
34,12
35,33
64,20
23,14
17,12
26,21
40,13
60,20
52,15
36,28
34,17
27,15
22,47
12,14
25,31
49,51
18,17
14,18
21,15
12,24
47,10
16,13
35,25
39,13
14,9
8,9
24,34
18,17
30,23
31,33
23,21
46,12
19,22
50,16
15,29
24,40
28,39
30,20
21,23
22,9
12,19
18,17
18,22
48,31
19,37
33,34
39,15
41,40
32,22
23,10
80,20
34,49
16,13
71,18
61,24
20,13
80,33
29,17
26,13
22,18
21,20
39,15
44,19
14,25
12,11
52,24
34,14
32,9
26,15
14,16
11,11
21,23
29,19
28,14
17,61
46,21
29,13
22,22
24,9
35,15
19,68
47,26
30,19
18,20
57,9
19,11
18,11
18,17
51,51
19,24
10,11
34,30
80,42
57,20
20,25
25,29
31,16
26,33
32,20
28,39
19,28
24,14
47,24
28,24
36,15
20,25
25,18
27,48
30,35
14,20
25,12
18,18
26,16
20,41
13,12
10,9
21,27
25,22
35,44
23,26
25,24
39,24
24,25
22,29
27,18
28,67
40,18
19,17
18,40
34,74
24,22
18,26
16,59
26,32
23,18
39,12
34,22
51,32
17,25
58,25
18,13
23,10
40,22
13,9
42,9
35,30
17,26
40,25
79,46
19,47
75,21
28,29
41,22
21,23
23,13
20,40
15,21
23,35
20,47
38,75
8,10
21,24
26,20
63,27
40,25
34,22
14,24
50,12
14,9
24,24
13,80
30,27
32,30
26,29
66,11
16,18
18,26
19,14
51,25
28,52
10,10
51,22
54,18
42,25
11,22
16,10
13,13
48,14
23,16
41,40
27,40
34,17
20,12
20,23
23,25
20,26
22,15
20,49
21,22
22,11
14,47
38,48
19,17
30,12
21,10
11,9
49,20
26,20
42,44
28,16
23,26
30,15
34,24
14,12
50,25
16,43
36,17
36,31
38,13
45,26
21,19
16,27
29,21
53,10
45,52
31,12
24,22
39,20
51,39
51,40
37,13
43,13
16,13
19,14
34,20
40,28
27,25
21,25
19,11
37,19
31,46
34,39
38,27
20,21
24,23
26,25
17,20
36,20
32,47
23,15
10,9
27,39
16,16
36,21
48,55
23,40
47,25
32,39
63,19
27,24
14,32
40,64
48,13
60,19
27,37
11,16
19,16
57,26
42,48
56,30
10,11
34,23
43,18
20,13
36,17
15,30
28,30
28,16
16,23
24,42
18,30
16,14
25,15
27,24
27,45
45,20
24,28
28,33
37,14
38,20
13,16
17,14
47,20
41,24
43,32
11,11
22,24
23,26
56,23
26,28
22,15
30,22
15,30
13,18
31,27
38,17
17,14
18,34
22,41
51,42
40,11
18,13
19,19
12,24
19,15
10,10
31,17
29,44
35,24
31,22
10,23
28,52
66,31
9,12
22,28
32,24
14,16
17,23
27,10
18,15
17,24
28,27
52,60
55,15
12,17
14,22
14,37
32,17
28,20
17,12
8,11
36,16
16,25
33,18
39,26
21,20
27,63
23,13
21,31
41,23
43,26
56,33
33,15
27,22
26,51
21,18
16,26
16,30
22,24
29,43
28,27
36,34
42,20
44,31
29,25
75,18
52,36
42,26
23,18
30,29
32,20
40,21
29,20
13,9
42,21
44,67
37,24
27,38
19,25
22,14
20,10
38,19
16,27
27,14
17,15
8,8
37,19
57,16
36,41
27,17
12,13
12,12
21,15
22,22
27,43
59,29
48,12
13,26
19,38
37,28
23,20
24,26
21,60
40,22
24,15
31,22
34,33
42,17
18,17
20,24
30,15
25,15
38,28
21,40
59,29
47,15
30,80
17,12
36,22
27,42
19,16
15,34
15,22
31,32
41,11
16,27
15,13
73,55
23,20
11,13
9,10
25,16
31,18
26,25
19,38
23,21
28,15
24,33
47,17
36,16
38,35
34,19
30,21
41,22
45,80
13,15
19,14
22,71
55,59
35,24
37,10
22,14
73,29
51,13
21,12
33,27
30,28
41,25
21,39
47,11
59,72
16,14
28,21
14,12
33,32
20,19
33,28
23,36
28,16
34,29
18,26
43,16
35,13
20,48
40,51
9,10
26,16
17,38
25,26
46,31
52,26
14,24
40,28
49,24
26,16
35,27
32,28
19,23
48,29
22,39
14,12
32,14
17,31
46,10
14,16
11,27
50,26
17,52
19,16
35,12
44,18
22,18
27,31
26,15
37,13
61,37
17,12
17,21
40,20
23,17
55,18
47,17
10,11
17,23
18,56
37,14
14,19
21,20
23,14
22,36
10,10
49,31
46,27
32,59
45,17
80,23
15,36
24,22
12,51
32,29
21,30
17,17
28,26
43,24
43,30
14,24
24,11
22,39
36,22
16,28
10,27
34,21
80,34
54,22
59,10
44,15
80,16
17,24
9,22
40,11
19,20
30,25
44,40
32,20
55,41
36,29
37,15
31,22
39,14
18,12
25,10
55,24
52,15
20,14
41,10
9,10
28,28
23,26
31,48
46,41
12,23
12,22
12,17
37,9
42,30
23,14
29,14
47,50
28,25
28,9
19,16
28,32
39,36
12,11
29,33
10,33
21,15
28,19
19,15
56,10
25,17
23,17
18,16
21,20
41,40
19,24
24,16
23,21
19,41
38,34
52,23
22,33
31,39
22,27
21,23
79,19
14,21
16,13
28,21
51,36
9,11
20,28
18,24
51,12
41,33
23,12
12,33
30,23
14,18
26,27
21,17
34,22
45,13
32,30
29,28
24,12
29,12
48,18
25,13
20,65
11,41
45,13
40,27
71,16
34,11
25,11
55,50
20,37
21,15
29,46
45,28
64,29
26,21
11,10
41,16
42,26
78,48
28,28
20,17
36,28
43,48
17,15
45,17
33,21
18,13
8,9
56,26
56,25
29,13
33,26
24,12
27,31
44,36
33,27
47,25
21,17
58,11
28,13
18,29
38,44
14,15
19,18
33,35
43,36
15,39
12,21
55,37
44,29
34,16
30,11
76,18
19,22
63,29
21,30
54,21
12,13
74,16
33,27
12,24
23,23
39,44
47,18
39,9
14,29
32,12
15,36
30,13
29,41
20,32
40,12
9,10
29,29
67,16
32,12
43,19
33,36
36,23
21,36
24,16
30,15
47,66
58,20
26,12
18,19
25,26
25,21
17,25
73,15
72,30
30,19
12,11
43,17
80,18
34,49
60,42
17,16
28,10
29,23
21,10
47,20
21,22
34,13
37,12
36,45
19,43
60,17
22,17
20,27
16,17
34,43
26,58
55,27
33,17
25,19
22,15
11,10
32,24
17,15
80,12
62,51
23,40
14,14
22,14
26,46
27,33
80,67
33,16
26,32
40,23
69,39
14,22
17,34
33,52
67,31
44,30
30,38
43,15
17,20
17,46
27,10
25,12
11,30
16,19
21,14
28,12
69,47
34,23
17,10
14,24
39,29
55,16
29,18
22,22
38,30
39,37
39,35
49,20
51,28
20,14
53,18
11,8
19,27
18,39
69,24
29,38
36,22
27,13
51,14
36,42
31,29
23,13
39,37
42,27
33,29
33,38
13,12
18,12
18,27
21,46
69,25
13,11
36,16
54,20
16,66
21,10
45,23
52,40
34,16
16,17
14,36
33,23
40,25
41,31
12,34
35,17
49,32
39,39
66,22
17,27
33,38
15,12
15,36
27,11
22,15
21,14
9,9
19,37
21,23
30,29
43,17
54,12
29,13
34,32
25,16
15,25
21,19
33,36
60,27
41,34
56,41
11,16
27,13
43,12
47,36
19,18
31,26
20,32
41,69
32,33
34,30
29,27
28,22
42,38
15,22
29,28
12,20
17,13
57,42
35,17
20,27
71,16
45,25
10,19
21,30
35,33
14,15
15,27
31,13
26,15
11,34
11,11
24,16
23,39
38,13
23,78
22,15
12,15
22,15
11,15
36,15
33,28
22,18
28,38
14,14
35,45
15,13
23,18
28,46
30,37
43,32
27,11
34,33
17,48
18,20
25,18
15,12
46,34
38,46
34,9
44,26
18,42
27,21
27,13
41,22
22,38
24,17
30,25
43,20
33,26
15,27
16,13
16,30
38,25
32,31
21,18
9,8
28,22
30,19
31,28
43,23
46,13
46,37
34,16
35,10
15,30
80,80
38,19
44,13
18,15
80,42
17,12
19,24
31,35
37,12
22,17
11,12
21,42
36,42
48,51
25,33
16,18
45,42
51,10
38,17
51,23
17,16
27,53
24,40
76,32
20,16
71,26
17,32
29,31
31,14
12,23
41,10
13,25
31,11
24,34
80,22
10,11
57,19
17,26
30,16
50,21
12,22
42,28
47,21
34,34
26,45
23,27
26,23
19,30
23,22
50,23
12,16
25,18
32,43
49,27
34,53
11,10
44,13
26,33
54,42
58,24
11,45
28,11
38,30
18,18
29,10
65,28
30,34
34,45
25,12
44,41
18,23
45,17
43,32
28,16
19,25
65,40
57,35
52,14
33,30
15,13
10,11
20,33
19,36
30,48
24,36
21,20
15,30
26,33
32,62
37,27
47,14
39,15
26,14
34,30
56,22
22,14
29,27
36,15
35,12
31,22
77,13
51,24
45,11
19,14
24,23
22,22
12,11
16,25
39,15
28,30
35,26
17,17
29,28
18,27
50,24
20,27
25,17
40,31
38,13
13,13
69,15
14,26
26,12
24,18
20,45
10,8
19,28
31,15
61,39
36,16
24,15
40,36
22,61
21,11
36,25
24,25
54,20
23,15
17,23
25,11
11,16
16,11
21,44
45,27
47,27
28,32
20,29
76,22
19,26
29,22
32,15
61,28
57,20
23,37
36,25
56,34
23,56
47,18
25,36
52,49
51,26
23,16
42,24
15,13
41,27
47,17
14,49
58,19
59,25
39,12
9,11
28,20
30,29
58,11
32,46
12,14
46,24
31,27
29,24
15,48
49,52
59,38
23,14
19,32
47,25
11,14
18,12
48,16
59,31
66,21
13,28
36,56
29,26
80,12
35,42
16,21
47,13
32,19
32,12
52,24
41,50
42,31
40,31
18,20
20,31
32,18
24,17
10,28
16,27
20,13
26,13
19,17
32,29
34,21
26,34
11,10
30,19
19,17
40,14
28,19
23,23
42,12
39,38
17,32
30,16
38,30
46,36
69,12
20,24
27,42
18,14
18,23
51,21
62,55
34,16
13,31
54,23
27,17
80,35
27,11
24,33
27,11
46,25
18,14
40,23
20,20
25,19
35,15
18,14
35,19
17,16
41,23
21,46
34,21
45,11
14,15
56,13
50,16
48,18
12,34
11,10
19,35
29,23
28,11
31,33
23,12
45,13
71,27
12,24
29,24
21,26
34,72
29,14
17,28
36,38
20,15
18,32
30,21
45,10
22,22
10,13
24,23
29,34
16,40
44,13
22,25
40,43
26,21
23,13
46,22
31,27
71,24
23,43
25,9
20,16
32,53
25,25
43,15
23,33
16,18
46,22
49,20
45,36
23,26
12,15
9,9
27,35
27,45
31,44
30,28
22,21
13,32
35,31
25,12
15,75
45,30
31,26
29,23
21,14
33,80
22,25
23,19
34,80
41,24
29,24
30,12
33,31
42,19
21,45
26,17
30,37
27,11
64,32
17,19
34,33
13,25
26,17
43,14
26,12
51,14
74,26
34,28
67,9
17,16
28,11
34,16
29,25
28,25
22,12
53,16
9,9
36,24
24,16
55,24
63,40
26,12
14,36
22,14
11,20
40,23
54,30
25,29
75,18
36,14
35,23
11,19
26,11
53,28
27,12
31,54
11,37
48,26
41,20
32,16
28,11
25,15
43,55
33,51
13,32
34,18
47,21
72,13
22,10
13,23
17,17
17,16
58,39
47,15
24,23
34,21
31,10
31,62
33,17
35,28
38,40
10,10
32,33
21,17
31,13
26,16
25,15
