L_8s,L_4s
80,12
27,14
12,11
40,23
21,23
28,71
61,31
47,17
30,25
35,23
48,23
13,24
16,38
32,16
51,30
42,12
60,14
20,13
13,15
26,15
20,20
60,31
26,23
19,80
18,21
11,9
44,25
24,28
62,20
10,11
13,13
30,23
19,12
12,10
10,9
31,33
35,23
54,51
10,13
52,19
22,14
43,37
23,16
34,43
22,29
17,46
11,40
20,10
40,31
24,35
34,19
52,15
18,26
33,50
26,21
60,17
16,34
25,13
26,23
34,34
39,24
40,13
20,55
13,31
28,23
18,19
48,25
43,12
43,59
25,23
24,26
36,15
34,26
41,26
10,9
12,10
14,18
32,49
12,23
14,26
33,23
66,15
33,42
11,25
35,55
21,31
31,33
35,29
33,14
14,11
57,31
71,32
29,16
15,42
13,15
18,23
36,31
16,15
34,21
80,24
24,9
26,14
36,11
64,20
35,23
30,17
80,19
34,40
26,41
45,35
18,12
30,17
39,21
31,25
35,20
33,28
30,13
80,17
43,50
11,9
24,17
28,17
17,17
16,9
38,12
47,22
44,16
33,27
20,20
21,20
31,25
52,38
20,23
18,13
23,28
54,45
77,13
10,16
14,39
14,41
17,29
52,39
43,76
47,14
27,38
30,36
37,35
60,14
26,13
64,17
24,14
29,29
33,12
16,37
13,13
30,12
33,14
12,39
19,20
16,30
59,10
40,15
44,56
40,18
9,11
39,12
18,10
16,54
28,39
17,11
64,50
16,59
37,25
11,24
19,19
45,25
31,16
21,41
47,44
25,17
33,19
19,21
32,47
13,25
47,25
55,21
25,20
31,23
29,25
22,36
22,23
36,12
19,19
24,41
32,22
26,31
36,32
17,27
16,26
36,56
23,31
55,22
24,26
13,11
26,24
45,25
13,29
51,19
15,19
9,22
18,24
44,38
41,15
78,31
22,41
24,13
80,33
62,18
40,13
40,59
29,38
32,8
28,19
16,18
39,14
27,29
39,13
30,21
47,24
18,15
22,26
36,57
34,26
38,12
35,28
26,9
40,46
23,16
25,11
21,11
37,18
11,12
17,31
19,15
46,58
36,24
60,14
22,26
24,14
64,25
25,44
11,15
14,27
19,16
9,10
27,19
13,24
36,15
53,55
76,36
21,31
18,45
19,25
21,21
23,17
28,32
21,8
18,16
37,33
48,31
42,28
46,24
69,22
15,37
28,27
31,75
55,17
34,26
14,48
21,24
32,14
37,22
76,50
27,13
27,25
29,33
56,40
20,20
48,23
16,65
35,27
46,27
23,18
12,23
80,25
30,23
39,10
19,23
17,10
10,26
49,15
22,15
15,17
17,36
36,34
56,31
31,49
24,22
43,24
20,35
22,28
47,21
17,28
17,29
44,20
18,12
17,21
23,34
14,20
34,17
47,26
27,55
19,45
29,27
35,9
32,9
44,44
55,24
18,13
31,11
28,17
21,42
50,42
17,19
29,35
23,27
35,50
24,21
14,23
24,24
40,16
11,10
23,36
21,16
8,9
22,16
25,15
53,27
37,25
55,19
56,12
45,14
20,22
27,80
41,14
64,22
19,19
35,18
17,35
45,36
18,20
49,13
24,34
26,19
51,16
18,40
51,73
25,13
34,43
24,15
22,33
19,17
36,40
41,43
39,14
31,36
12,12
28,28
20,25
22,44
36,20
23,19
20,28
12,22
28,27
50,39
15,11
24,26
12,14
42,42
33,60
19,21
15,23
80,33
33,39
21,24
44,80
46,21
23,18
59,25
31,42
8,8
47,17
34,16
51,27
38,14
71,35
38,19
15,15
19,32
21,35
28,22
21,24
35,14
25,16
42,34
39,29
28,38
12,14
27,51
36,20
26,15
54,47
18,15
32,10
59,19
61,27
25,14
22,24
23,15
30,26
10,13
22,24
20,9
10,8
19,25
17,13
25,17
34,14
36,19
30,31
28,28
62,15
39,13
73,26
16,16
20,20
37,17
36,56
23,19
20,14
43,23
25,16
21,12
17,36
33,23
23,13
34,34
14,39
20,23
35,24
36,23
29,19
30,15
19,19
35,35
12,21
17,30
15,20
38,28
47,15
65,22
20,15
23,24
25,44
48,25
12,13
15,9
19,15
10,8
41,27
37,31
28,27
16,64
25,19
48,28
59,21
26,44
39,14
24,16
25,31
18,8
58,18
37,41
14,18
62,38
31,24
23,28
15,21
33,15
44,17
45,20
40,18
34,24
48,48
24,18
44,27
50,18
22,18
45,28
46,15
11,15
18,36
15,42
27,23
43,13
40,19
24,16
47,25
62,30
41,21
16,11
25,9
14,13
8,10
39,16
21,38
26,29
14,18
31,37
11,24
28,15
17,18
49,33
28,25
80,17
8,61
20,19
42,20
14,12
40,13
36,18
46,25
21,19
25,27
44,34
24,24
33,28
34,33
50,25
37,21
55,26
49,51
21,15
19,35
28,34
11,21
17,14
30,17
29,22
12,29
32,20
34,18
49,13
28,22
22,14
11,13
53,30
23,15
8,8
17,28
27,21
27,36
56,14
33,26
26,19
27,16
47,17
54,29
20,50
33,17
43,42
19,17
44,15
43,29
28,30
18,23
23,28
24,19
26,33
15,13
41,37
22,10
36,14
10,9
36,17
31,29
48,32
11,41
43,44
37,14
11,22
80,29
19,24
44,12
23,12
33,46
25,16
14,21
24,15
28,15
10,11
15,12
15,14
8,10
34,33
19,16
31,15
63,17
39,33
11,27
32,27
21,37
14,33
24,49
48,14
35,8
24,28
64,53
54,18
48,27
22,22
29,31
19,20
20,16
33,16
24,44
23,10
32,26
24,37
30,16
24,39
29,15
46,14
22,34
31,19
77,11
20,39
23,12
31,18
21,65
65,21
24,14
12,22
39,25
51,28
10,41
32,9
10,22
8,8
30,18
23,12
30,34
14,23
21,36
24,28
37,13
66,17
17,21
22,17
19,22
8,18
18,22
17,18
14,14
17,16
21,17
31,37
19,24
25,14
13,32
40,24
19,13
15,15
23,12
15,27
36,35
60,12
22,12
48,13
35,27
12,10
18,13
16,14
16,25
80,23
26,20
48,27
11,25
55,17
42,22
9,13
52,28
51,10
9,22
54,62
18,25
15,18
16,33
46,16
24,80
42,16
22,16
35,11
19,22
19,18
19,8
18,23
33,54
44,16
34,23
29,47
31,11
24,10
26,16
35,59
55,28
13,16
31,25
36,27
35,36
35,15
26,16
43,16
41,11
27,23
11,32
27,14
14,39
12,53
80,46
37,28
27,64
13,24
20,34
22,14
13,9
16,11
15,17
10,9
58,27
48,22
35,25
34,27
20,26
49,23
50,38
17,44
80,14
22,49
41,27
32,24
47,18
38,16
17,17
77,38
19,59
25,25
24,19
19,28
46,43
36,27
32,13
30,16
21,16
46,11
33,50
24,29
24,15
52,20
30,31
35,28
47,28
57,22
32,22
22,35
34,55
20,17
11,37
28,22
29,27
58,28
57,29
12,17
8,9
21,34
22,27
19,15
49,25
55,30
21,13
73,32
25,18
39,19
22,15
35,15
8,26
35,15
16,15
53,42
70,13
15,16
36,11
12,12
53,29
35,16
29,27
48,28
29,27
22,22
9,20
75,32
80,32
33,22
25,28
35,20
38,13
27,15
54,18
16,28
22,24
44,26
32,19
23,12
21,18
22,28
9,11
16,40
23,19
51,9
17,26
20,35
80,15
30,28
33,32
31,37
31,21
27,15
18,15
33,22
20,30
20,18
27,34
71,48
37,13
30,26
33,33
23,17
44,10
36,24
70,33
72,46
14,14
31,43
23,25
35,43
15,29
25,70
11,34
34,19
32,35
32,10
18,43
19,15
31,24
23,13
54,19
78,45
12,11
42,11
24,15
15,15
28,15
14,20
9,10
29,27
16,20
27,21
17,42
29,31
30,22
37,13
25,49
18,18
21,10
66,36
19,18
19,22
36,31
25,24
41,23
35,24
37,26
47,39
18,18
53,32
45,19
38,18
50,24
19,30
33,20
17,33
47,13
27,32
38,35
45,13
21,14
27,17
46,23
33,45
40,12
29,28
49,17
44,60
20,44
25,23
14,15
35,12
15,14
8,9
36,18
23,22
50,33
26,26
37,22
31,18
67,39
80,43
17,12
50,34
22,22
35,18
17,37
17,18
13,23
19,54
42,18
55,27
22,13
33,14
62,36
48,11
14,18
15,31
20,48
26,18
29,20
49,36
11,22
36,22
21,16
11,12
21,52
80,30
80,25
58,42
58,49
33,40
11,14
20,29
24,22
46,15
29,9
14,14
51,9
36,15
29,24
34,26
29,15
30,37
28,13
18,13
26,48
63,50
20,19
53,38
37,8
18,30
52,28
19,23
19,31
59,14
34,26
64,25
31,15
49,33
67,17
11,36
53,36
80,29
13,34
43,31
28,21
11,11
19,11
28,23
32,23
28,18
20,29
15,25
37,20
35,20
33,15
13,24
24,16
13,23
12,13
28,11
15,17
10,8
38,18
18,29
37,21
45,30
65,16
36,14
20,47
17,15
36,27
28,15
43,17
18,34
19,15
50,18
17,13
21,38
18,25
27,18
37,19
28,23
27,31
45,20
18,26
29,13
12,23
24,24
17,14
33,20
25,20
40,12
30,31
24,80
23,16
37,13
16,37
23,22
41,11
55,26
13,12
43,15
35,14
11,14
14,36
13,17
33,9
25,18
26,11
27,21
30,16
29,28
13,27
28,15
42,29
29,53
21,34
31,16
33,28
18,22
16,30
13,36
29,14
32,26
45,23
20,14
24,15
15,23
67,31
22,24
30,37
25,36
16,18
19,29
43,12
24,33
21,14
47,17
28,42
38,17
47,46
30,14
24,29
38,24
20,18
49,13
21,19
35,22
10,10
37,27
19,16
8,8
39,42
28,13
36,16
30,19
50,12
24,32
45,18
19,37
15,16
23,19
24,50
8,22
17,15
44,24
18,33
25,41
15,23
19,32
18,15
25,28
32,21
22,32
47,25
40,38
24,20
37,20
29,12
36,53
28,34
31,14
35,35
12,13
17,14
16,28
31,28
34,25
26,26
23,33
14,25
63,15
22,16
11,14
27,24
14,11
9,10
16,42
31,15
36,16
51,29
32,19
22,27
32,14
19,22
14,12
22,18
24,48
8,50
47,22
40,62
18,25
25,11
30,25
25,16
37,60
31,25
51,32
41,20
38,25
48,34
28,23
35,17
31,64
20,45
34,11
36,14
43,44
42,38
18,20
36,18
35,23
70,22
48,69
20,18
11,23
39,17
13,13
9,13
26,17
12,14
10,37
27,17
17,16
38,52
43,32
29,18
17,13
21,19
19,19
17,21
28,33
46,16
19,8
23,18
59,23
25,16
22,14
25,13
26,14
39,21
27,45
34,30
47,29
62,39
29,39
15,9
47,22
36,39
36,23
54,18
25,25
29,17
11,11
63,13
19,26
28,12
32,20
25,18
40,59
11,11
43,17
13,22
35,10
33,20
16,9
9,8
29,24
28,29
39,18
28,15
80,34
20,15
32,33
70,56
30,17
19,17
80,23
8,20
24,26
17,18
27,13
37,23
44,20
24,28
20,19
27,16
37,43
25,19
25,40
28,27
23,18
27,32
18,36
32,15
35,13
22,24
24,50
27,15
54,16
17,23
34,16
43,20
35,20
32,27
14,25
42,32
31,13
9,14
22,28
14,11
42,9
20,16
36,25
44,25
28,15
40,48
27,11
15,21
44,38
47,19
22,37
22,18
34,20
18,31
79,19
30,16
54,14
24,19
62,25
21,11
24,14
17,26
25,35
80,33
27,38
24,18
36,21
20,33
77,21
12,11
27,30
77,70
32,15
55,18
19,66
15,10
24,28
52,11
25,22
47,12
31,24
41,14
10,16
17,12
13,13
10,9
25,23
17,10
41,27
27,18
37,17
23,16
28,40
27,22
23,37
37,24
80,25
19,23
24,24
34,21
15,14
33,28
28,43
80,22
25,44
18,14
76,26
24,18
27,24
42,35
10,36
31,15
35,16
23,15
24,12
43,14
65,70
25,11
18,17
18,61
48,30
35,29
45,27
64,16
24,22
36,38
26,23
36,14
47,24
19,19
9,22
40,24
42,37
15,35
42,15
20,16
31,26
18,33
66,57
42,74
54,31
21,24
8,20
17,17
17,15
20,17
44,34
15,31
30,25
39,18
20,48
33,22
32,19
25,26
38,23
23,23
27,9
43,57
22,29
33,35
31,30
29,27
14,25
18,57
27,27
25,27
42,37
36,32
19,28
22,13
23,17
13,28
13,13
47,37
14,16
10,10
31,24
17,10
35,17
14,18
26,17
80,15
18,35
23,34
23,60
19,49
24,48
18,51
17,18
37,34
14,12
31,33
46,49
55,38
25,10
25,15
15,13
24,22
20,39
14,31
26,35
15,31
17,14
32,23
72,23
33,23
32,15
13,12
17,19
14,20
34,28
39,41
25,31
18,37
25,24
53,24
26,30
15,9
20,22
18,23
9,8
30,29
21,9
25,31
47,21
49,21
22,30
63,36
20,24
21,43
27,21
72,18
8,8
19,25
35,22
14,12
17,32
24,15
23,35
39,47
34,15
40,35
23,63
13,27
32,12
21,16
21,25
42,15
22,33
17,12
25,32
25,15
12,23
17,16
46,17
54,31
43,21
33,12
21,38
11,23
63,23
30,27
13,11
33,13
12,20
10,8
23,15
25,20
72,32
44,80
25,37
11,48
35,18
23,23
24,48
29,34
30,14
8,8
19,23
80,49
35,27
42,16
15,21
37,28
14,21
19,19
41,27
56,53
27,11
28,13
58,22
15,14
46,30
31,13
24,24
12,14
29,33
22,20
30,29
23,13
29,40
22,27
52,20
31,25
11,14
42,17
34,31
13,30
29,35
10,16
8,24
32,16
36,42
32,33
29,62
24,10
11,31
18,18
19,20
42,21
28,23
31,23
21,8
35,15
36,25
34,12
25,12
20,52
37,16
20,20
17,28
38,16
38,38
45,20
41,31
48,37
31,19
56,22
64,49
26,43
33,13
48,51
13,10
19,13
31,23
15,20
22,24
19,54
46,20
13,11
24,14
32,20
11,15
16,18
13,17
10,10
25,55
29,32
26,24
62,32
38,13
24,21
42,35
32,56
30,38
80,25
32,19
20,8
28,24
17,65
24,14
40,19
25,18
51,38
22,25
30,19
21,17
20,53
14,16
14,13
36,19
67,28
15,12
55,13
11,56
48,35
42,15
80,17
29,19
17,18
15,17
35,67
10,38
36,17
12,14
23,24
22,16
12,15
30,25
17,10
33,10
38,18
16,25
25,17
53,16
20,18
36,18
34,47
27,34
26,18
26,19
21,20
20,8
17,16
36,16
40,13
18,44
33,42
16,24
10,20
32,35
33,25
34,18
36,23
26,12
15,10
18,24
54,12
56,53
37,21
42,48
34,46
10,23
30,15
69,33
13,26
22,14
29,75
19,18
22,25
35,68
23,32
9,13
29,21
9,14
33,10
21,17
23,14
15,26
17,17
19,13
23,11
28,28
21,19
15,25
36,17
37,20
22,8
19,17
37,32
14,26
33,18
21,22
63,41
17,18
23,33
44,26
32,41
37,32
57,69
11,23
24,23
16,13
36,46
11,11
37,22
28,25
12,14
56,43
36,14
42,37
23,29
24,43
52,73
12,12
22,18
29,34
11,10
31,19
14,17
9,9
63,28
24,13
26,26
32,22
30,26
26,25
36,20
24,46
19,19
22,20
34,17
48,21
19,24
17,17
14,16
60,19
33,30
26,26
22,27
40,18
38,18
26,29
19,33
35,37
19,24
34,19
45,15
17,55
24,23
25,21
31,13
15,22
28,14
16,17
27,21
40,29
24,14
20,17
49,23
29,25
13,51
9,14
25,16
14,17
10,10
33,34
24,14
45,23
34,17
23,18
25,14
19,42
18,33
15,54
40,29
32,34
19,19
17,35
40,19
23,26
30,22
54,24
33,39
30,11
24,16
19,16
23,17
56,21
34,32
35,20
14,26
22,19
20,16
12,13
28,21
49,15
38,20
20,32
17,14
26,34
53,24
32,54
29,18
24,21
25,16
23,40
15,10
38,30
34,12
9,25
66,26
26,20
35,23
43,17
20,28
24,12
16,49
24,35
43,28
51,55
68,28
35,31
54,15
15,17
27,24
27,14
25,20
29,28
21,12
19,35
41,36
25,55
13,35
33,64
12,18
34,25
42,28
38,27
22,31
56,51
47,31
13,13
28,17
44,46
28,29
60,13
24,12
40,20
24,23
46,34
25,14
14,36
36,28
35,9
10,8
22,22
38,37
26,36
33,35
31,29
32,17
48,29
49,25
22,14
22,30
69,41
65,8
61,48
49,46
16,26
20,18
47,49
17,19
15,25
33,23
23,14
27,28
33,26
53,27
22,22
41,34
34,34
22,17
22,26
31,22
28,13
45,18
56,13
29,25
14,13
23,42
36,36
20,20
12,25
28,25
25,20
10,12
19,20
10,17
40,10
18,36
69,28
38,17
51,33
43,44
35,13
41,20
17,41
60,13
46,14
41,28
8,8
17,16
46,48
33,12
20,21
25,19
37,52
53,22
27,37
53,32
38,47
60,53
37,24
18,15
9,16
25,25
46,45
29,27
31,52
43,60
33,13
45,41
27,14
49,25
12,13
28,36
19,20
11,11
45,32
51,33
11,11
21,22
11,16
33,8
28,24
20,19
54,22
33,14
33,10
27,17
32,16
25,31
38,22
42,27
24,18
65,18
19,25
35,28
28,11
53,13
18,17
36,17
49,24
59,47
34,22
41,26
31,24
29,24
25,19
34,14
16,41
24,17
48,31
25,12
38,31
11,10
20,26
49,19
14,12
23,28
20,17
24,17
21,22
80,18
58,13
13,12
18,12
19,12
33,33
19,25
40,23
28,16
52,18
40,67
57,33
80,25
46,54
21,17
20,48
29,19
43,20
69,18
37,33
16,11
18,18
45,24
39,23
70,10
51,16
41,16
23,14
20,26
33,13
22,16
23,24
42,24
30,43
21,12
29,24
46,28
11,15
26,32
16,14
25,28
49,43
24,40
22,25
45,21
21,35
13,80
13,38
33,26
14,20
9,8
49,16
18,16
35,15
28,17
10,30
30,21
50,18
19,44
25,18
48,38
43,21
20,21
18,42
47,22
13,35
52,40
20,23
16,37
12,13
35,40
31,19
40,26
50,17
34,12
22,22
27,34
15,19
20,15
45,12
12,23
24,19
40,29
21,18
40,36
14,19
70,27
74,26
19,16
14,11
50,26
65,22
9,12
33,29
15,22
9,9
32,25
29,16
80,29
17,15
67,31
24,36
28,18
49,35
19,17
26,40
31,22
20,18
18,16
42,16
11,26
54,21
18,19
50,30
21,15
34,40
28,20
31,37
28,12
33,29
49,29
36,11
14,21
71,23
24,15
58,22
39,27
11,28
17,13
18,28
27,26
58,40
39,17
18,19
22,22
37,27
57,16
14,14
19,80
14,44
34,10
27,46
16,38
38,27
30,17
21,10
11,22
30,25
17,21
21,14
39,16
21,31
51,18
43,19
80,44
50,12
29,44
21,16
30,36
12,18
43,36
20,17
43,11
49,15
14,12
13,17
34,19
47,71
75,46
13,24
29,13
42,39
31,11
28,14
76,26
65,20
13,23
46,49
34,36
23,23
26,23
24,22
11,30
18,12
11,14
9,10
20,16
28,17
44,18
30,30
31,30
30,11
43,13
80,32
17,13
21,19
38,16
22,8
20,16
15,24
16,19
19,11
41,15
36,17
27,27
38,17
32,17
30,40
25,34
29,57
11,11
28,34
23,24
49,22
23,22
23,19
23,27
52,25
19,26
17,19
37,19
29,28
66,11
41,26
50,39
64,19
40,21
15,16
21,37
13,10
10,9
30,28
26,11
33,27
34,14
23,19
31,32
25,13
24,33
21,14
22,17
22,41
47,80
27,58
43,15
24,40
17,24
31,23
53,52
22,47
20,54
53,20
42,19
13,36
66,35
48,19
14,10
35,51
20,29
49,36
21,31
26,19
12,11
29,29
20,46
29,80
28,13
34,56
46,21
24,11
80,33
48,16
10,15
16,18
16,19
9,10
30,19
41,20
26,31
15,27
48,19
16,18
18,22
23,21
23,31
22,36
31,27
33,8
19,35
41,32
13,16
33,24
17,21
34,53
15,10
25,15
54,15
20,24
48,14
27,32
17,22
69,34
36,45
32,80
11,18
31,20
32,14
49,10
19,14
19,47
39,13
38,14
34,28
74,14
23,24
28,32
29,15
12,14
23,17
15,11
80,9
24,34
18,13
35,16
62,29
57,25
11,19
65,18
38,16
30,23
27,36
19,31
18,8
20,25
35,18
38,19
32,29
28,59
24,24
19,16
37,29
27,19
60,35
48,28
70,16
18,9
13,21
28,40
39,13
24,14
21,27
58,20
13,18
19,21
46,13
16,23
40,42
49,15
21,17
43,38
34,35
13,28
12,14
18,33
11,20
8,10
30,55
36,32
31,46
16,17
53,30
22,31
41,18
18,18
17,21
36,23
24,19
41,33
29,15
51,58
28,32
33,52
41,13
24,19
14,21
18,37
21,28
50,53
29,21
70,25
20,26
16,16
58,18
25,18
24,31
26,26
80,17
11,32
29,15
19,13
28,33
29,14
12,25
16,33
12,24
30,18
31,31
11,9
22,19
11,19
8,9
41,42
16,11
28,27
24,15
20,48
23,13
38,26
72,58
23,35
35,28
24,62
18,8
41,20
79,17
16,13
50,24
38,28
39,40
32,11
27,14
33,13
22,23
24,38
44,68
23,11
38,18
17,27
23,20
12,32
30,12
16,31
14,27
49,19
58,14
51,31
47,28
42,31
37,25
14,23
20,17
29,22
10,11
29,20
10,17
42,33
33,18
28,25
15,20
65,19
22,21
25,15
16,20
23,34
24,15
58,25
51,35
32,34
18,28
16,28
13,26
17,20
15,28
27,19
46,10
25,32
34,12
21,17
35,27
15,12
21,17
16,38
14,20
34,45
23,33
30,12
27,30
54,23
19,19
41,31
30,18
23,15
26,14
26,51
14,11
36,17
41,15
11,29
24,30
22,17
34,9
28,33
18,23
26,18
28,17
27,29
26,24
13,47
19,21
43,35
39,15
45,33
47,50
41,36
16,48
36,13
49,19
21,29
28,16
32,21
17,32
33,17
25,43
64,45
37,17
10,22
36,9
75,26
20,58
32,42
25,13
25,37
32,36
20,18
19,15
80,50
53,14
75,35
29,25
13,22
40,16
13,22
17,12
66,31
9,16
22,8
23,22
15,50
20,15
15,15
24,10
22,28
48,46
20,36
14,32
32,22
48,22
8,34
29,17
63,24
32,13
32,16
16,16
23,23
12,10
56,19
29,20
23,21
22,33
54,25
18,19
19,15
14,15
30,14
21,25
42,67
52,15
43,16
19,32
17,17
30,11
21,21
11,11
27,34
22,36
36,18
31,20
11,12
47,36
9,12
9,9
26,15
28,39
25,26
46,29
22,43
29,12
36,13
24,30
14,80
20,61
21,40
8,20
38,34
17,28
13,17
49,39
21,37
47,48
24,16
24,61
20,38
79,50
15,34
14,13
22,13
15,13
22,12
22,14
25,11
31,12
52,16
10,11
17,46
39,17
80,40
12,21
35,18
18,23
38,23
78,26
49,47
9,10
16,24
10,14
10,8
54,16
34,14
34,30
48,35
41,11
11,11
18,20
17,16
38,34
46,32
29,19
8,18
36,22
37,41
19,13
18,15
23,14
39,10
14,11
18,18
14,26
25,38
80,33
42,15
20,12
16,29
30,16
20,20
11,61
33,11
21,60
13,27
15,15
34,15
13,16
12,42
11,22
18,25
11,58
28,51
30,67
11,16
30,20
14,9
42,8
22,16
39,9
24,37
34,14
36,29
27,12
18,38
19,16
14,21
30,17
36,18
39,27
22,41
27,16
63,15
52,35
21,18
34,13
70,16
31,31
38,20
23,23
13,30
36,13
33,19
15,18
19,13
31,48
11,44
30,14
69,16
45,24
20,14
39,12
41,10
39,36
22,17
17,20
23,24
44,23
47,15
10,11
17,19
16,19
33,9
16,17
26,14
32,17
45,52
25,30
31,28
32,38
66,67
48,31
38,22
44,27
21,26
17,17
16,16
74,21
24,16
18,23
51,16
75,13
25,16
23,14
43,38
40,24
56,15
26,25
24,12
15,14
50,37
34,32
33,19
41,29
11,22
20,29
23,17
37,37
37,56
39,20
80,24
12,11
60,12
42,30
9,13
33,10
14,15
9,33
34,15
38,26
35,16
37,25
80,16
22,25
21,31
39,38
52,47
20,22
20,19
32,33
28,15
15,22
26,11
53,38
17,19
25,35
32,31
33,80
23,56
24,21
24,47
28,13
23,23
27,15
15,14
35,21
21,13
19,13
36,30
31,25
20,16
24,27
24,29
41,13
27,16
18,32
14,22
35,13
30,14
11,16
27,16
16,12
8,10
19,48
39,26
32,27
14,17
66,38
29,11
33,25
80,17
33,41
71,14
45,23
21,41
27,17
22,22
13,21
32,11
17,37
45,45
14,10
28,14
14,18
23,40
48,13
14,15
19,16
35,15
28,15
20,33
24,12
24,21
47,32
12,17
15,47
17,25
35,20
80,11
31,20
33,16
11,36
53,33
28,13
9,12
15,16
18,9
8,10
17,20
23,24
29,15
17,15
19,41
19,29
36,31
56,21
17,16
30,35
54,38
8,18
19,15
38,35
31,57
52,53
24,22
36,35
14,11
27,19
33,15
43,20
26,58
30,24
25,25
27,21
16,15
22,25
12,44
46,30
55,16
37,13
31,30
19,21
44,38
38,12
40,50
31,31
23,12
57,78
25,21
12,10
16,14
20,18
33,9
26,25
27,11
26,22
15,37
23,30
26,26
45,15
38,44
24,51
22,29
21,26
8,18
31,29
44,33
48,25
19,23
15,21
80,28
12,15
27,22
17,14
60,57
38,20
63,42
47,14
36,26
28,30
50,24
43,13
21,19
44,80
12,11
44,37
23,42
47,18
54,32
26,22
23,27
12,25
30,33
23,13
12,9
14,46
9,20
10,9
40,16
80,14
55,28
31,16
31,18
32,25
28,18
37,19
24,32
20,21
46,17
44,23
29,16
64,33
40,15
30,29
40,27
36,48
23,10
74,33
15,16
34,26
37,33
45,25
12,11
22,9
52,28
28,19
11,21
42,12
25,69
16,21
61,19
19,24
15,27
23,41
29,19
55,14
11,12
54,23
35,23
13,29
29,30
23,15
75,8
16,32
16,37
26,16
31,13
41,53
20,16
80,27
60,21
21,17
50,20
23,29
8,20
20,25
36,16
14,11
32,23
25,14
50,27
29,21
35,21
32,42
30,25
52,14
40,37
22,19
34,34
47,34
47,13
11,15
69,26
39,31
35,25
29,15
27,63
36,11
12,12
56,30
19,15
11,24
35,14
22,30
12,10
19,25
20,13
9,8
26,20
25,37
24,15
19,27
19,11
22,17
55,20
56,67
31,35
33,15
19,16
19,27
50,16
40,18
25,14
35,36
18,13
39,14
14,25
19,31
17,15
20,18
30,51
46,36
21,10
32,10
20,20
29,13
26,14
60,43
31,13
12,17
17,32
69,24
29,18
55,36
13,14
29,51
12,24
34,26
26,21
11,29
19,17
22,17
8,22
22,37
28,24
26,18
41,21
21,19
28,29
38,19
18,25
44,56
24,31
25,63
41,8
19,16
15,21
19,14
75,16
51,16
39,50
20,13
61,17
40,18
30,39
38,12
46,26
24,19
35,47
17,28
30,31
12,33
21,34
32,27
52,12
31,27
54,12
54,39
25,20
12,21
52,25
14,25
74,31
13,13
12,10
38,25
21,22
9,22
21,17
31,12
27,22
35,19
28,26
26,23
28,24
66,17
49,15
20,11
34,18
37,50
28,15
15,34
13,14
41,15
19,25
37,35
22,18
28,14
14,27
47,21
23,40
44,31
36,22
17,10
32,16
43,27
12,33
37,20
38,33
23,26
49,19
21,39
40,33
26,14
35,27
38,17
22,13
78,15
31,42
12,31
40,21
15,12
8,9
40,28
21,24
25,18
33,25
17,19
33,13
15,28
18,17
21,14
19,34
19,24
19,19
20,17
34,36
21,19
65,42
15,20
80,37
25,37
23,14
17,14
27,26
42,31
48,34
13,19
29,15
33,19
25,22
41,52
21,34
33,37
15,32
28,15
46,32
42,47
36,37
36,11
22,17
22,22
52,19
41,40
12,9
15,15
12,20
68,10
41,15
28,31
28,28
24,17
29,18
26,22
14,13
17,22
38,24
18,40
24,18
8,21
33,23
48,15
19,13
39,58
52,50
23,38
26,16
25,17
50,19
32,36
26,24
15,35
12,17
45,9
30,25
45,23
25,14
56,22
14,42
28,12
29,18
18,20
61,14
51,30
26,13
42,14
36,14
18,15
24,23
12,12
16,12
14,17
8,8
26,25
22,26
37,34
15,16
46,22
23,18
37,27
74,37
29,28
41,53
59,25
19,28
17,28
16,15
26,18
27,27
33,13
29,16
21,21
56,36
80,20
47,80
27,62
52,12
24,29
15,34
31,12
21,20
12,12
20,13
33,29
11,10
17,44
17,51
27,11
53,22
25,22
31,25
22,24
23,25
30,28
10,12
15,22
20,15
33,24
19,21
18,38
69,15
30,17
30,20
20,24
15,16
24,63
23,17
28,32
23,26
8,28
61,18
21,76
13,26
57,33
30,16
18,18
18,16
43,53
31,14
27,18
28,65
28,15
24,20
22,9
16,21
30,21
11,11
27,31
31,21
25,30
20,20
37,15
18,34
43,39
14,14
47,27
22,37
23,17
30,50
13,13
13,76
14,10
26,10
31,18
41,17
61,51
17,20
29,20
42,16
48,38
22,22
35,38
55,30
17,18
20,20
18,67
35,38
20,38
20,17
26,59
24,52
20,11
28,22
34,23
23,38
20,53
54,25
20,10
24,25
35,28
35,33
12,32
23,29
37,14
12,23
28,28
46,36
51,21
30,23
43,22
20,25
13,12
21,38
24,16
16,9
37,11
16,18
8,10
54,25
18,12
53,19
31,43
43,21
21,14
14,16
44,29
34,26
21,11
49,19
22,20
24,26
43,21
13,25
28,46
17,16
44,24
71,18
43,23
16,16
35,32
15,17
32,15
52,22
44,31
61,33
37,16
28,27
36,20
22,19
13,35
42,16
48,28
33,45
21,30
22,13
71,26
23,45
51,16
13,20
36,13
9,9
13,15
10,8
22,33
41,10
31,38
33,14
35,29
28,25
52,19
26,27
41,25
39,12
72,54
20,18
23,28
41,15
35,14
42,16
34,30
36,25
25,25
28,41
44,39
80,16
34,26
80,25
14,36
33,33
28,15
32,24
11,15
30,12
27,54
12,15
28,13
19,12
26,28
12,25
36,26
57,19
44,22
27,22
28,24
11,12
13,44
18,17
40,8
27,35
54,9
