St_m1,St_m2
2.30660667424821,3.33766583239582
2.37616475003069,2.21169137377335
1.35675619661007,0.956725263322759
0.696467572857671,0.724727122087036
2.01929630012015,2.61019848161501
3.83283316099769,1.45253056176911
2.24113442349295,2.33087488628296
3.56597643842549,2.98679119580625
2.48883156314922,1.71306150571563
2.92285149329023,2.13086286848386
5.64065830959381,4.21172703497196
2.49831105001259,3.58421052632228
1.65030405655726,1.83947402870908
2.82508121441749,3.37865376836592
2.63141298985335,2.56824740467219
1.66515608730727,2.14804481776315
3.72168978962755,2.92097624491073
3.2457296366819,3.64049150275625
3.26263226864376,2.43594407979323
7.41410964265987,3.19708582322641
3.193724461164,1.05324193670796
1.47912053668645,1.45064586489987
3.60659596607327,4.43818962816203
1.71786019741653,2.01003729746749
3.8239442624458,2.58993662179779
2.61589041492245,3.59554135798356
4.28146646058362,2.54064647005663
3.53036473227289,2.54022587030943
3.3968147649794,2.33366341348707
2.93030625713223,3.57167227391446
4.90699797852796,4.05073992136211
5.11911447632036,3.75225906559029
1.01075911329663,0.594751851194824
1.38459273497148,1.18077411239934
3.03741312724921,3.35324228212571
4.0548731917128,3.50820828905337
3.79550651941911,4.50162590191612
2.52931820593618,1.93320367950405
2.00117493980169,2.15776528564313
2.9024132674704,2.48234472640615
1.43322940149604,1.7016942035798
4.29556148592282,3.71029823403227
3.18014589807681,2.69980513624666
2.08814871016145,1.79401083755507
1.81685379924809,1.76467860441812
4.40344952536776,3.82830397100205
5.11558636648583,4.35666163107992
3.41907240410781,3.70773182418019
4.41085218394437,3.25771084794144
1.86746201960444,1.45202221007009
3.98116083061253,3.54012015002656
1.51615615995159,1.63437122504338
4.35511500767746,2.21084806529779
4.12028646327039,3.725664732979
6.35449830104521,4.45247554539931
2.45310562955193,2.84688288270965
4.51146992449371,4.46387784821946
2.14908548641807,3.65169872689579
5.5611788556545,2.22165304804916
3.04953649166924,2.3259143187704
2.74356540766976,2.97326614493995
1.13182400674163,1.20454230530474
2.76232820288206,2.83678958546035
5.49947491486328,3.86477033974324
3.14882631905598,2.51245637161647
4.84678075659686,4.01290437268412
2.8119486317116,2.36615875070996
2.06481670361045,2.75171982879126
5.49373359663982,2.32073806882577
4.93492462719274,4.90666724273757
4.58587968647352,4.02933362608216
1.46403854514089,1.39531731757885
4.72338354073285,5.41759133093773
7.57505734452534,4.16665095865783
4.99726753383834,4.64674737228607
1.84897401724691,1.75873844149117
5.337676471528,4.72425999011498
5.16050516286652,4.77845010307333
5.07188107784064,4.62968749443715
4.72535809259086,4.59404615479812
2.05339851192415,2.17058459857208
1.99962365387179,1.45376965528353
2.6050860963777,3.04381823335494
2.33249715740553,1.93071826021779
2.26302877741136,2.59250085572708
4.16820871070523,3.03316266784914
3.42463705384022,2.81000581026649
2.57244283026618,2.38174098820685
4.23881766054484,2.78116839228425
6.24732200003583,4.17770102427678
5.58986637156633,4.56024249187145
7.78924897695614,4.82440493542984
5.05614481182628,5.59197533305011
2.99591089532606,3.79747947902035
4.22364389074039,3.59638575182304
4.30888800481616,4.03915236325156
1.05021976570099,0.90890673933431
4.96229187496343,2.33545171746967
2.00779977819247,1.7991326573861
5.13101447945335,3.49651532068677
2.36978938609515,1.89380349204257
3.84039640504413,2.78347943983065
7.3289454606832,3.13022780051266
2.79157530183182,2.98459710153421
2.89367659361477,2.45122521084387
4.03004035297679,3.01473337872328
1.06132003489578,0.848327710974133
2.53324460229849,3.88776356576751
1.10522266404224,1.63193485489657
3.52572682324172,2.07580856196107
2.49985180627746,3.11393658458665
2.82097028402537,2.61539850183215
4.28992137227733,4.39756306234033
2.46272195984594,1.14233439533685
2.21095329767999,2.79670218315812
2.42438699076607,1.63610046711909
4.51997743033727,3.58064009186281
4.09405314004962,3.79907750952794
7.04291377921172,3.08344500974844
2.52532209868091,2.5848234598313
1.24901910416223,1.16732150730967
2.00764551564001,2.37689366266507
1.67125834675351,2.69107984756344
5.50374715172801,4.94225001540704
2.03624421874677,2.10309847697739
2.74356542638636,2.78660600458807
3.44330938380315,3.20590286102269
2.85914166936915,2.06366981365273
4.86390905782272,4.76966698880137
4.827000178736,3.64536488438305
3.18624910937918,3.74848005450862
3.4226174845819,3.14589674932708
3.13803785391678,2.81670620305461
2.99833278047172,2.64365821698108
2.07653246497448,2.75371715938814
4.03370687715704,2.44428823892387
6.60096460520983,6.77491996545975
7.10656847866033,4.6465441461443
4.50223212783086,4.00310268797794
2.74651142606421,2.00208920409545
2.98929607516127,2.7055793446284
2.36842194009204,3.18450317716478
2.92504029921056,2.58804739686868
4.3088877787206,2.3607891742161
7.52832369168377,3.75922864128198
2.35493865971512,4.15079846348092
3.28317181693743,2.17323572103747
4.49754789232779,4.15367892968981
0.842643591875558,0.52136318295485
2.44278514953966,2.05788054209737
4.73977637742636,2.22215268285147
7.16072936155083,4.90795877240148
2.76751616686878,1.89604657592408
4.41519319774233,4.01105577334977
7.09045227835199,2.93170720180554
2.19293931666496,1.88556463175852
2.94841370624458,2.29301553203952
5.0801485552994,4.03442947016634
4.80890580325789,3.52738869048368
4.65827805453178,2.24026175066455
2.71661726922666,2.11154693434102
2.95498849426576,3.25358666702501
3.11552739743714,2.6244911426509
2.97259028537865,2.72532332695408
4.19764687923295,2.01591872506764
7.55879759736697,2.56751665453668
4.8101967810834,4.62575874820562
2.9440576242994,2.82862114301549
3.67526376565255,4.54048626806357
3.02528183990483,4.02056050747165
6.80429481411019,4.36073285924107
6.97558886466356,7.01875620426878
4.32713812796583,5.03250590845769
4.60123654772399,4.43213229430428
2.91155483683691,2.38316363984463
3.250155310921,2.38860442383129
3.85345231065877,2.67344886278772
4.42426784194605,3.96017010350902
7.20197925070607,7.09931504295138
7.05569288348899,4.83160041108175
7.22623543459178,6.85338109641627
3.95309941841416,2.8624945801395
3.61829909783233,3.18080461440655
4.13137878266514,4.86330535951393
6.94588983479528,6.97600538092507
7.44197473793382,5.15778097705846
2.00217678113964,2.1096478413085
1.69022123660718,3.29537450527775
3.93945190469047,2.03181893290786
2.43969760117759,2.14486312457141
7.5145310827643,5.03307209421582
4.04733738408097,3.98036330557903
2.97141947423533,3.66113150360228
3.32198137949794,4.047938632578
4.33611398292128,3.52416226993973
1.9963811380999,3.49433529644969
4.19821432901129,3.21367941622721
2.63115931012224,2.8728631475127
1.98215689371316,1.57497717454376
2.34911916527037,1.62273644172224
3.69306257862096,2.90081443981358
6.60968267717137,2.73191561593785
6.11689930181156,6.30567670621349
6.16520672124994,6.46904099014063
3.94078533374412,3.47256200588155
7.18123700407802,3.0463693812227
4.19764686948232,3.44823758947423
7.22656972743629,7.05757879513889
5.22384136110583,2.0160940356596
4.73977661525412,5.27646866071042
6.79425745489816,2.628431625973
2.62130053958601,2.33731734086767
4.34193596353271,4.82635315268375
3.82160307744592,4.76506229025628
7.40447164819747,3.31774700397326
2.45859255258852,1.94030377001385
7.2866329258613,4.91583450351744
7.13467558687322,7.01068615720362
7.34723070155425,5.04649833127089
2.10357778965087,1.23896687904618
6.80429494741371,6.8862549382601
3.84209469697658,2.54666438736304
7.24573343785022,5.15400905228745
2.90868624512207,4.03522731484342
2.23964372815515,2.54133785229972
4.14515646815163,3.74206405116499
4.93075185356918,5.52123001437086
2.9283980064969,3.11285340855117
4.80156147503374,3.18362656976267
4.15632464080898,4.06951080944971
3.23860334064878,2.57941525266242
4.14377757926969,4.91583386428345
4.50223233133652,3.19189508550968
3.43474138603814,3.6611311743882
6.63489255685668,3.0139895913137
5.58783880262286,6.49909290566835
6.04907882573653,6.33848246951418
7.20182204501285,6.81211130145267
6.96795192541383,4.66722482586095
7.12511185305611,5.15674978169556
4.14212810567021,2.99368918207905
4.19555349463991,3.92116409816458
2.91356132809078,3.62121192664637
3.50029943411998,4.18638699513595
7.34723090225936,5.05593199135425
2.33019532624781,1.73276304676466
3.89844350584184,2.62604708425832
4.13236576203987,4.92308293887252
6.26804645408264,6.74780669749426
2.56556194631655,3.41633845909269
6.70359573209995,4.76392748716736
6.73162057157009,6.85290808205759
1.3909621066919,1.42078135601976
6.53163162415754,3.93572876173396
4.14377729142066,4.47559721595045
3.92630059973156,3.04636931291012
5.86474349123528,5.88996555099316
6.70769436917659,6.73162041668285
4.13236664315725,4.89760575727608
3.98567390506555,2.82322317817208
6.92014661589532,4.69783869983722
7.43644127521474,2.96791428902608
3.98567325736699,4.08531337747507
6.04907846737019,6.35097461073542
7.20182215134481,3.55810009480365
3.87179990720199,5.0229266333283
7.38699120165446,3.98697823105406
6.41116302492987,6.3509742631536
5.68045309014777,5.98203554616496
6.04907821655869,6.33848239444426
3.65389168303997,3.11285312985885
2.74478045685342,3.82356941372684
2.11888901905513,1.93482249535994
6.53163199265106,6.74080957788705
2.06351948083719,1.9872438864554
3.8241282664191,3.66113093290868
7.0629221939279,6.97746927920293
7.1607289810371,4.9073648675952
6.95809967857048,6.87988615015594
6.30567668967011,6.74787086054977
6.7076937657356,2.38479862417144
6.53163210403992,6.53408861646704
4.23420767529458,4.91583420285388
6.87134252898909,6.82904414356747
5.58783836582199,6.26804573694588
1.39096208158541,2.90289053247067
5.75111637531969,6.57100260324796
6.49909321303167,6.53408890617226
4.13236599023926,4.78334840590599
6.60096431835391,6.77492043024682
6.77730631572288,6.59684275031469
6.27470906531713,6.68142697940725
6.37545674909606,6.64479015846843
1.90741841337334,3.76492981730278
1.28703058552918,1.92197961502391
6.2747085103401,6.5316318729078
0.799982348456967,1.56884292280682
7.2696648370451,5.14296985035108
6.27470884462014,5.99860480129984
3.70305696215952,5.86474362702576
6.2747090898431,6.25787477404823
6.04907904007336,3.67230113179045
6.49909288786678,6.79625045409608
7.03799686755716,4.25145943012871
6.70769351123549,6.42655996256325
1.91950859032517,2.21057276746172
4.42202924506659,3.21161612505768
6.63489248533291,6.53408878743589
3.89844337024283,4.49624277084481
6.70769384358121,6.73162034274808
6.37545681050138,6.70983230276662
6.70769336382995,6.571002377971
4.94958328461299,5.58783835571497
6.867424112418,6.66005156623999
6.86742391989399,6.60721295901088
5.864743524516,6.16520686447509
6.11202140447258,6.07485394033594
5.63960783664587,5.86474388473065
6.41116273539229,6.77492027932049
6.04907898784541,6.64479053766171
6.83516705429274,4.43909585067241
6.83516640960553,4.60951720432106
6.27470912542666,6.41116276729764
6.87134225216984,4.15639315479318
7.13467521851867,4.89020046173139
5.86474371582623,6.30567634398974
5.86474393700524,6.26804581028301
6.70769403758517,6.76802098209632
5.86474350469092,5.87640388018506
6.2747089057282,6.64479043015034
4.02055415495371,4.68289933802091
6.0490784945191,6.52865513721901
3.49136903802196,2.4517414526092
6.1120218929758,6.28746427562732
6.41116298445761,6.46904091527947
6.60096481900619,6.64479043983723
6.77730599284232,6.74080876765838
6.16520648167274,6.09170794527212
6.04907952529607,3.67230068592996
6.93365848149517,6.80304341266091
6.87134247837565,2.52832681587693
6.60096427385909,3.78227360622268
7.09045173985273,4.45359784101745
5.88996573105144,5.99860489453371
5.58783830127256,6.26804589663328
6.92629630771827,6.94619102053599
6.20573480438367,5.98203551285167
6.41116337893749,3.66396322520582
6.48150980286923,6.60968261985937
6.26804571139227,6.53658845587103
6.74269734081564,6.78478879446967
6.95810050585468,6.80304339134863
5.63960772917101,6.16520648321751
6.6814271767085,4.4426573370139
4.94958327612351,5.86474377253714
3.54956959768598,4.61478893612057
5.63960804158741,6.0034556892561
6.11689866948201,6.53163234130771
6.04907906483147,3.78227347710802
6.04907866273978,5.99860487611002
5.31701764369667,5.58783826857661
5.31701794885744,5.68045278166833
2.67562296496184,1.96758891657539
5.31701809174417,6.16520665937188
6.70769377632051,6.53408848237011
6.49909353487846,6.67401142591308
6.37545665714345,6.33848227466815
6.6009646157553,6.49909309326836
